4176011,4741165,218,224,33,3,27,4
30960609,5333716,328,222,59,4,52,1
21061249,2586368,2178,222,43,1,37,2
6602518,1615473,531,221,40,2,36,4
77064,1677503,14,221,17,2,13,1
139169,2231409,36,217,17,1,15,1
2163578,23321213,117,216,14,1,11,2
7161387,1590372,453,216,33,2,27,3
2231696,1473591,346,216,31,1,29,3
684903,1651210,125,215,40,3,35,3
32995,521938,28,215,71,0,69,1
1793467,4584379,153,213,36,3,31,2
1975161,2840398,131,213,16,3,11,3
9489239,25842564,878,211,54,4,45,2
220317,993060,125,210,37,2,32,4
1813693,8140014,75,210,59,13,43,1
8548217,4060084,250,209,41,2,36,6
12322171,4535066,521,209,88,17,68,2
4172712,18017242,280,209,22,2,18,7
767394,3122462,87,209,47,1,44,3
700694,12932890,23,209,8,0,7,1
2409059,13725880,235,207,56,2,50,2
598787,2089022,50,206,38,3,33,3
10607235,2718047,623,206,59,1,52,2
22198758,2819352,1287,206,29,3,23,3
2077075,951680,166,206,22,1,20,4
2319222,218472,182,206,25,1,22,6
1637993,5155941,85,205,35,1,32,1
926647,6733612,35,203,42,3,36,2
1904172,1667273,139,203,44,0,41,3
407711,600585,83,203,42,1,34,5
5214632,961656,394,203,34,2,29,6
1181124,2555020,202,202,41,0,37,5
1436680,1471835,88,201,20,3,14,2
10302416,2446780,998,199,93,4,66,5
1229890,907588,133,199,39,2,34,6
757839,1741319,100,195,19,1,17,4
339736,1915409,59,194,34,0,31,2
177758,759666,46,194,39,1,36,1
7959915,1703692,300,191,52,2,46,2
2244913,24142847,178,191,50,7,39,2
13288244,2513481,2172,191,34,2,29,1
4344371,6666130,92,190,31,1,29,3
986407,761909,171,190,38,1,32,4
466821,3061372,19,190,45,6,37,1
528275,1308470,98,188,51,1,46,1
211506,643873,127,186,11,0,10,5
519990,865968,42,185,48,10,35,2
1023364,953897,67,184,34,4,27,2
18943818,39788096,317,184,31,2,27,6
85516,2042509,18,184,54,1,48,1
2622964,4885660,154,184,32,4,26,3
4003326,8843287,91,183,34,1,29,2
3022507,2915609,281,182,32,3,26,2
72275,512939,30,182,14,3,10,1
10024452,1782366,1416,181,42,2,38,3
1061200,936884,68,181,100,100,100,1
39877184,2382220,2114,179,62,2,56,1
1664132,2695571,170,179,32,1,28,2
343328,2735841,23,178,32,1,29,1
26549419,3933586,1162,177,6,0,5,1
187161,2254859,44,174,39,2,30,2
3072705,972080,193,173,19,0,18,3
488622,8812797,11,173,53,0,50,1
288218,6454792,12,173,36,1,33,2
2603336,443050,267,173,59,1,55,3
3801038,583466,326,173,62,5,53,3
370984,1356254,103,172,53,3,43,5
431529,885740,26,171,49,1,47,2
762263,4348727,32,171,17,6,10,1
168833,1954535,43,171,14,1,11,1
183527,1881896,44,171,39,1,35,1
186008,1337526,30,171,42,0,40,2
960155,3250567,97,170,31,1,27,3
192298,2241741,14,170,65,0,61,1
4094947,6453376,132,169,21,1,18,2
1796036,1988693,65,167,23,2,19,3
170583,3615947,18,167,9,0,7,1
1320493,660995,185,165,30,1,27,5
5021514,2807585,297,165,22,1,18,4
4732127,1175972,54,164,24,1,21,3
302175,3254965,24,163,43,14,26,1
3773393,654774,329,163,35,1,32,2
45295,1064342,30,162,49,0,45,1
3398428,1481459,190,161,42,1,38,2
12794402,1616355,1449,161,55,1,51,1
640003,1461219,131,160,33,1,29,2
27528,583701,11,160,26,1,21,2
12882849,2964040,554,159,17,1,15,2
1598833,1223319,84,159,37,1,33,2
1437947,819939,326,159,32,0,30,2
224554,2046682,28,159,52,1,45,2
4576264,3321630,274,158,40,1,37,2
5717196,4695718,283,158,48,14,30,1
526346,2189948,33,158,48,1,43,1
1095115,2506166,240,158,26,3,21,5
34344859,2714041,1455,157,83,14,66,1
350326,1315295,30,157,28,1,25,2
427244,388093,190,156,25,0,22,1
10523665,2642049,553,155,32,2,28,5
16469524,35734687,935,155,47,22,20,2
3373731,25949016,218,155,51,1,46,1
109530,2735261,13,154,45,0,43,2
1238812,7499062,83,150,42,0,38,2
494858,707110,21,150,31,0,28,1
2061335,1869038,264,149,42,1,36,4
2952293,6094027,121,149,38,1,35,1
121765,1039584,91,148,29,1,27,1
3164075,2103657,152,148,39,2,34,1
499896,589861,74,148,71,1,67,2
302703,1167429,83,147,35,1,33,4
3801717,1660548,230,147,49,23,22,2
1753561,1326784,239,147,61,1,57,2
676324,1586297,32,147,39,1,35,1
10507231,2253465,515,147,87,1,77,1
4478082,5098118,306,147,15,1,12,3
7006191,1012125,2100,147,62,2,56,1
2417980,6310529,362,147,26,1,23,3
837315,1658979,105,147,27,1,24,3
75522,518181,27,146,22,1,20,1
26034310,2956293,1172,146,92,2,84,2
18239994,1501996,1090,145,36,1,32,2
2432244,3051215,161,145,25,2,21,3
13912117,1830067,590,144,79,35,38,4
348929,842762,50,143,38,1,35,4
9727036,5063761,402,143,53,12,37,4
17180662,6941883,1118,141,82,2,76,3
487805,1753083,41,141,36,4,30,3
16813946,1504979,1404,140,33,1,29,1
704355,684480,82,136,38,6,27,3
32502408,2664658,1116,135,72,11,59,1
199475,3779992,24,135,41,3,35,1
2354748,2434035,103,135,13,1,10,5
5953,496477,19,134,31,0,27,1
393845,671102,19,133,36,0,28,1
1290075,2189769,158,133,60,1,55,3
1004748,2006030,82,132,38,1,34,2
1301012,5119400,33,132,22,1,20,5
0,97667,7,132,28,0,26,2
541052,1090218,180,132,30,2,26,4
402472,2049791,34,131,34,0,31,2
6467093,2009291,360,131,59,18,38,2
515815,1302667,60,131,33,1,31,2
518152,9435124,489,130,81,20,56,2
17674419,3463431,1034,129,31,15,13,4
13601581,2377579,633,128,26,9,15,2
2016979,6529868,187,127,65,5,57,4
229070,2241516,15,127,59,1,53,1
173653,521102,20,127,63,1,56,1
402903,828427,67,125,41,1,38,2
1545672,703630,196,125,16,1,12,2
830609,1391212,71,125,19,1,17,1
1317364,1139063,363,124,24,1,22,2
9859,318266,17,124,52,7,42,1
153899,2186736,28,124,30,0,27,3
43139,671910,6,124,48,0,43,1
664062,1242139,91,124,29,1,25,3
145238,719733,119,123,39,0,36,3
1316815,9318248,40,123,44,11,29,3
12413325,1814932,427,123,56,2,49,4
1019985,346172,883,122,25,0,22,1
13497113,1549023,300,122,42,1,38,5
954193,1185994,102,122,41,3,36,5
2390290,1090694,394,121,58,2,54,2
1417244,1220650,219,121,65,2,60,6
3936785,723678,315,121,20,0,18,2
853111,487554,93,121,40,4,34,4
1753812,2472817,86,120,29,1,26,2
278436,2000404,22,120,35,0,32,2
1375096,2566963,60,119,42,3,34,5
2506680,406130,243,118,43,0,40,2
